Player_Id,Year,Team,Games_Played,Receptions,Yards,Average,Long,TDs,First_Downs,First_Down_Percentage,Receptions_Over_Twenty_Yards,Receptions_Over_Forty_Yards,Fantasy_Reception_Points,Fantasy_RecivingYD_Points,Fantasy_ReceptionTD_Points,Fantasy_Standard_Reciving_Total
will-dissly,2020,SeattleSeahawks,16,24,251,10.5,28,2,12,50,3,0,24,25.1,12,37.1
patrick-dimarco,2012,KansasCityChiefs,5,0,0,0,0,0,0,0,0,0,0,0,0,0
patrick-dimarco,2013,AtlantaFalcons,14,8,49,6.1,12,0,1,12.5,0,0,8,4.9,0,4.9
patrick-dimarco,2014,AtlantaFalcons,16,9,62,6.9,16,1,4,44.44,0,0,9,6.2,6,12.2
patrick-dimarco,2015,AtlantaFalcons,16,13,110,8.5,19,2,9,69.23,0,0,13,11,12,23
patrick-dimarco,2016,AtlantaFalcons,16,7,52,7.4,18,1,3,42.86,0,0,7,5.2,6,11.2
patrick-dimarco,2017,BuffaloBills,16,7,28,4,9,0,0,0,0,0,7,2.8,0,2.8
patrick-dimarco,2018,BuffaloBills,16,3,62,20.7,38,0,2,66.67,2,0,3,6.2,0,6.2
patrick-dimarco,2019,BuffaloBills,16,5,41,8.2,27,0,1,20,1,0,5,4.1,0,4.1
brandon-dillon,2019,MinnesotaVikings,1,0,0,0,0,0,0,0,0,0,0,0,0,0
brandon-dillon,2020,MinnesotaVikings,3,1,6,6,6,0,0,0,0,0,1,0.6,0,0.6
a-j-dillon,2020,GreenBayPackers,11,2,21,10.5,16,0,1,50,0,0,2,2.1,0,2.1
stefon-diggs,2015,MinnesotaVikings,13,52,720,13.9,40,4,31,59.62,13,1,52,72,24,96
stefon-diggs,2016,MinnesotaVikings,13,84,903,10.8,46,3,47,55.95,10,3,84,90.3,18,108.3
stefon-diggs,2017,MinnesotaVikings,14,64,849,13.3,59,8,42,65.63,14,3,64,84.9,48,132.9
stefon-diggs,2018,MinnesotaVikings,15,102,1021,10,75,9,49,48.04,13,2,102,102.1,54,156.1
stefon-diggs,2019,MinnesotaVikings,15,63,1130,17.9,66,6,41,65.08,20,8,63,113,36,149
stefon-diggs,2020,BuffaloBills,16,127,1535,12.1,55,8,73,57.48,20,5,127,153.5,48,201.5
gehrig-dieter,2018,KansasCityChiefs,4,1,22,22,22,0,1,100,1,0,1,2.2,0,2.2
gehrig-dieter,2019,KansasCityChiefs,2,0,0,0,0,0,0,0,0,0,0,0,0,0
gehrig-dieter,2020,KansasCityChiefs,4,1,10,10,10,0,1,100,0,0,1,1,0,1
ed-dickson,2010,BaltimoreRavens,15,11,152,13.8,58,1,5,45.45,2,1,11,15.2,6,21.2
ed-dickson,2011,BaltimoreRavens,16,54,528,9.8,25,5,30,55.56,2,0,54,52.8,30,82.8
ed-dickson,2012,BaltimoreRavens,13,21,225,10.7,40,0,10,47.62,2,1,21,22.5,0,22.5
ed-dickson,2013,BaltimoreRavens,16,25,273,10.9,43,1,16,64,2,1,25,27.3,6,33.3
ed-dickson,2014,CarolinaPanthers,16,10,115,11.5,34,1,9,90,1,0,10,11.5,6,17.5
ed-dickson,2015,CarolinaPanthers,16,17,121,7.1,17,2,10,58.82,0,0,17,12.1,12,24.1
ed-dickson,2016,CarolinaPanthers,16,10,134,13.4,28,1,7,70,3,0,10,13.4,6,19.4
ed-dickson,2017,CarolinaPanthers,16,30,437,14.6,64,1,22,73.33,7,2,30,43.7,6,49.7
ed-dickson,2018,SeattleSeahawks,10,12,143,11.9,42,3,7,58.33,2,1,12,14.3,18,32.3
ed-dickson,2019,SeattleSeahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
james-develin,2012,NewEnglandPatriots,1,0,0,0,0,0,0,0,0,0,0,0,0,0
james-develin,2013,NewEnglandPatriots,16,4,62,15.5,31,0,3,75,1,0,4,6.2,0,6.2
james-develin,2014,NewEnglandPatriots,16,6,43,7.2,13,0,3,50,0,0,6,4.3,0,4.3
james-develin,2016,NewEnglandPatriots,16,3,18,6,13,0,2,66.67,0,0,3,1.8,0,1.8
james-develin,2017,NewEnglandPatriots,16,6,38,6.3,10,0,3,50,0,0,6,3.8,0,3.8
james-develin,2018,NewEnglandPatriots,16,12,61,5.1,11,0,3,25,0,0,12,6.1,0,6.1
james-develin,2019,NewEnglandPatriots,2,0,0,0,0,0,0,0,0,0,0,0,0,0
seth-devalve,2016,ClevelandBrowns,12,10,127,12.7,25,2,7,70,3,0,10,12.7,12,24.7
seth-devalve,2017,ClevelandBrowns,16,33,395,12,49,1,18,54.55,7,1,33,39.5,6,45.5
seth-devalve,2018,ClevelandBrowns,13,5,74,14.8,26,1,3,60,2,0,5,7.4,6,13.4
seth-devalve,2019,JacksonvilleJaguars,12,12,140,11.7,20,0,7,58.33,1,0,12,14,0,14
seth-devalve,2020,ArizonaCardinals,4,0,0,0,0,0,0,0,0,0,0,0,0,0
michael-deiter,2019,MiamiDolphins,16,1,0,0,0,0,0,0,0,0,1,0,0,0
michael-deiter,2020,MiamiDolphins,16,0,0,0,0,0,0,0,0,0,0,0,0,0
josiah-deguara,2020,GreenBayPackers,2,1,12,12,12,0,1,100,0,0,1,1.2,0,1.2
taylor-decker,2016,DetroitLions,16,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-decker,2017,DetroitLions,8,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-decker,2018,DetroitLions,16,1,11,11,11,1,1,100,0,0,1,1.1,6,7.1
taylor-decker,2019,DetroitLions,15,0,0,0,0,0,0,0,0,0,0,0,0,0
taylor-decker,2020,DetroitLions,16,0,0,0,0,0,0,0,0,0,0,0,0,0
dion-dawkins,2017,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0,0,0,0
dion-dawkins,2018,BuffaloBills,16,1,7,7,7,1,1,100,0,0,1,0.7,6,6.7
dion-dawkins,2019,BuffaloBills,16,1,1,1,1,1,1,100,0,0,1,0.1,6,6.1
dion-dawkins,2020,BuffaloBills,16,0,0,0,0,0,0,0,0,0,0,0,0,0
trevor-davis,2016,GreenBayPackers,11,3,24,8,9,1,2,66.67,0,0,3,2.4,6,8.4
trevor-davis,2017,GreenBayPackers,16,5,70,14,29,0,2,40,2,0,5,7,0,7
trevor-davis,2018,GreenBayPackers,2,0,0,0,0,0,0,0,0,0,0,0,0,0
trevor-davis,2019,MiamiDolphins,14,8,111,13.9,28,0,4,50,2,0,8,11.1,0,11.1
trevor-davis,2020,WashingtonFootballTeam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-davis,2017,WashingtonRedskins,1,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-davis,2018,WashingtonRedskins,0,0,0,0,0,0,0,0,0,0,0,0,0,0
robert-davis,2019,PhiladelphiaEagles,6,2,17,8.5,11,0,2,100,0,0,2,1.7,0,1.7
robert-davis,2020,LasVegasRaiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashard-davis,2018,OaklandRaiders,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rashard-davis,2019,TennesseeTitans,1,1,16,16,16,0,1,100,0,0,1,1.6,0,1.6
rashard-davis,2020,TennesseeTitans,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mike-davis,2015,SanFrancisco49ers,6,7,38,5.4,11,0,1,14.29,0,0,7,3.8,0,3.8
mike-davis,2016,SanFrancisco49ers,8,3,25,8.3,10,0,1,33.33,0,0,3,2.5,0,2.5
mike-davis,2017,SeattleSeahawks,6,15,131,8.7,23,0,6,40,3,0,15,13.1,0,13.1
mike-davis,2018,SeattleSeahawks,15,34,214,6.3,18,1,10,29.41,0,0,34,21.4,6,27.4
mike-davis,2019,CarolinaPanthers,12,7,22,3.1,7,0,1,14.29,0,0,7,2.2,0,2.2
mike-davis,2020,CarolinaPanthers,15,59,373,6.3,23,2,17,28.81,4,0,59,37.3,12,49.3
geremy-davis,2015,NewYorkGiants,10,2,21,10.5,16,0,1,50,0,0,2,2.1,0,2.1
geremy-davis,2016,SanDiegoChargers,3,0,0,0,0,0,0,0,0,0,0,0,0,0
geremy-davis,2017,LosAngelesChargers,2,0,0,0,0,0,0,0,0,0,0,0,0,0
geremy-davis,2018,LosAngelesChargers,14,0,0,0,0,0,0,0,0,0,0,0,0,0
geremy-davis,2019,LosAngelesChargers,7,3,38,12.7,19,0,1,33.33,0,0,3,3.8,0,3.8
gabriel-davis,2020,BuffaloBills,16,35,599,17.1,56,7,27,77.14,10,3,35,59.9,42,101.9
corey-davis,2017,TennesseeTitans,11,34,375,11,37,0,17,50,4,0,34,37.5,0,37.5
corey-davis,2018,TennesseeTitans,16,65,891,13.7,51,4,47,72.31,15,2,65,89.1,24,113.1
corey-davis,2019,TennesseeTitans,15,43,601,14,38,2,33,76.74,10,0,43,60.1,12,72.1
corey-davis,2020,TennesseeTitans,14,65,984,15.1,75,5,49,75.38,14,3,65,98.4,30,128.4
cody-davis,2013,St.LouisRams,12,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-davis,2014,St.LouisRams,15,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-davis,2015,St.LouisRams,16,1,20,20,20,0,1,100,1,0,1,2,0,2
cody-davis,2016,LosAngelesRams,15,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-davis,2017,LosAngelesRams,7,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-davis,2018,JacksonvilleJaguars,16,0,0,0,0,0,0,0,0,0,0,0,0,0
cody-davis,2019,JacksonvilleJaguars,16,1,7,7,7,0,1,100,0,0,1,0.7,0,0.7
cody-davis,2020,NewEnglandPatriots,13,0,0,0,0,0,0,0,0,0,0,0,0,0
amara-darboh,2017,SeattleSeahawks,16,8,71,8.9,16,0,2,25,0,0,8,7.1,0,7.1
amara-darboh,2018,SeattleSeahawks,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amara-darboh,2019,PittsburghSteelers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amara-darboh,2020,CarolinaPanthers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell-daniels,2017,IndianapolisColts,12,3,26,8.7,13,0,2,66.67,0,0,3,2.6,0,2.6
darrell-daniels,2018,ArizonaCardinals,11,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell-daniels,2019,ArizonaCardinals,11,1,4,4,4,0,1,100,0,0,1,0.4,0,0.4
darrell-daniels,2020,ArizonaCardinals,12,8,92,11.5,31,1,4,50,2,0,8,9.2,6,15.2
chase-daniel,2009,NewOrleansSaints,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2010,NewOrleansSaints,13,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2011,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2012,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2013,KansasCityChiefs,5,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2014,KansasCityChiefs,3,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2015,KansasCityChiefs,2,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2016,PhiladelphiaEagles,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2017,NewOrleansSaints,1,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2018,ChicagoBears,5,1,8,8,8,0,1,100,0,0,1,0.8,0,0.8
chase-daniel,2019,ChicagoBears,3,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-daniel,2020,DetroitLions,4,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2011,CincinnatiBengals,16,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2012,CincinnatiBengals,16,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2013,CincinnatiBengals,16,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2014,CincinnatiBengals,16,1,18,18,18,1,1,100,0,0,1,1.8,6,7.8
andy-dalton,2015,CincinnatiBengals,13,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2016,CincinnatiBengals,16,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2017,CincinnatiBengals,16,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2018,CincinnatiBengals,11,0,0,0,0,0,0,0,0,0,0,0,0,0
andy-dalton,2019,CincinnatiBengals,13,1,-4,-4,-4,0,0,0,0,0,1,-0.4,0,-0.4
andy-dalton,2020,DallasCowboys,11,1,-3,-3,-3,0,0,0,0,0,1,-0.3,0,-0.3
deejay-dallas,2020,SeattleSeahawks,12,17,111,6.5,13,1,5,29.41,0,0,17,11.1,6,17.1
dominique-dafney,2020,GreenBayPackers,5,2,26,13,13,1,2,100,0,0,2,2.6,6,8.6
gerald-everett,2017,LosAngelesRams,16,16,244,15.3,69,2,7,43.75,4,2,16,24.4,12,36.4
gerald-everett,2018,LosAngelesRams,16,33,320,9.7,40,3,17,51.52,4,1,33,32,18,50
gerald-everett,2019,LosAngelesRams,13,37,408,11,33,2,22,59.46,6,0,37,40.8,12,52.8
gerald-everett,2020,LosAngelesRams,16,41,417,10.2,40,1,24,58.54,3,1,41,41.7,6,47.7
mike-evans,2014,TampaBayBuccaneers,15,68,1051,15.5,56,12,46,67.65,20,4,68,105.1,72,177.1
mike-evans,2015,TampaBayBuccaneers,15,74,1206,16.3,68,3,63,85.14,21,2,74,120.6,18,138.6
mike-evans,2016,TampaBayBuccaneers,16,96,1321,13.8,45,12,81,84.38,15,1,96,132.1,72,204.1
mike-evans,2017,TampaBayBuccaneers,15,71,1001,14.1,42,5,55,77.46,9,2,71,100.1,30,130.1
mike-evans,2018,TampaBayBuccaneers,16,86,1524,17.7,72,8,69,80.23,26,6,86,152.4,48,200.4
mike-evans,2019,TampaBayBuccaneers,13,67,1157,17.3,67,8,54,80.6,17,7,67,115.7,48,163.7
mike-evans,2020,TampaBayBuccaneers,16,70,1006,14.4,50,13,55,78.57,20,2,70,100.6,78,178.6
darrynton-evans,2020,TennesseeTitans,5,2,27,13.5,24,1,2,100,1,0,2,2.7,6,8.7
tyler-ervin,2016,HoustonTexans,12,3,18,6,9,0,0,0,0,0,3,1.8,0,1.8
tyler-ervin,2017,HoustonTexans,4,8,38,4.8,7,0,1,12.5,0,0,8,3.8,0,3.8
tyler-ervin,2018,BaltimoreRavens,9,3,35,11.7,19,0,1,33.33,0,0,3,3.5,0,3.5
tyler-ervin,2019,GreenBayPackers,10,2,11,5.5,6,0,1,50,0,0,2,1.1,0,1.1
tyler-ervin,2020,GreenBayPackers,8,11,84,7.6,24,0,6,54.55,1,0,11,8.4,0,8.4
zach-ertz,2013,PhiladelphiaEagles,16,36,469,13,38,4,25,69.44,8,0,36,46.9,24,70.9
zach-ertz,2014,PhiladelphiaEagles,16,58,702,12.1,35,3,42,72.41,9,0,58,70.2,18,88.2
zach-ertz,2015,PhiladelphiaEagles,15,75,853,11.4,60,2,39,52,11,2,75,85.3,12,97.3
zach-ertz,2016,PhiladelphiaEagles,14,78,816,10.5,30,4,42,53.85,9,0,78,81.6,24,105.6
zach-ertz,2017,PhiladelphiaEagles,14,74,824,11.1,53,8,46,62.16,7,2,74,82.4,48,130.4
zach-ertz,2018,PhiladelphiaEagles,16,116,1163,10,34,8,66,56.9,13,0,116,116.3,48,164.3
zach-ertz,2019,PhiladelphiaEagles,15,88,916,10.4,30,6,50,56.82,12,0,88,91.6,36,127.6
zach-ertz,2020,PhiladelphiaEagles,11,36,335,9.3,42,1,16,44.44,4,1,36,33.5,6,39.5
alex-erickson,2016,CincinnatiBengals,16,6,71,11.8,20,0,3,50,1,0,6,7.1,0,7.1
alex-erickson,2017,CincinnatiBengals,16,12,180,15,37,1,9,75,3,0,12,18,6,24
alex-erickson,2018,CincinnatiBengals,16,20,167,8.4,28,0,7,35,1,0,20,16.7,0,16.7
alex-erickson,2019,CincinnatiBengals,16,43,529,12.3,52,0,26,60.47,5,2,43,52.9,0,52.9
alex-erickson,2020,CincinnatiBengals,16,12,139,11.6,42,0,5,41.67,2,1,12,13.9,0,13.9
quincy-enunwa,2014,NewYorkJets,1,0,0,0,0,0,0,0,0,0,0,0,0,0
quincy-enunwa,2015,NewYorkJets,12,22,315,14.3,48,0,10,45.45,6,1,22,31.5,0,31.5
quincy-enunwa,2016,NewYorkJets,16,58,857,14.8,69,4,37,63.79,14,4,58,85.7,24,109.7
quincy-enunwa,2018,NewYorkJets,11,38,449,11.8,42,1,22,57.89,6,2,38,44.9,6,50.9
quincy-enunwa,2019,NewYorkJets,1,1,-4,-4,8,0,0,0,0,0,1,-0.4,0,-0.4
evan-engram,2017,NewYorkGiants,15,64,722,11.3,35,6,37,57.81,11,0,64,72.2,36,108.2
evan-engram,2018,NewYorkGiants,11,45,577,12.8,54,3,22,48.89,8,2,45,57.7,18,75.7
evan-engram,2019,NewYorkGiants,8,44,467,10.6,75,3,23,52.27,4,1,44,46.7,18,64.7
evan-engram,2020,NewYorkGiants,16,63,654,10.4,53,1,32,50.79,6,2,63,65.4,6,71.4
rhett-ellison,2012,MinnesotaVikings,16,7,65,9.3,29,0,2,28.57,1,0,7,6.5,0,6.5
rhett-ellison,2013,MinnesotaVikings,11,5,61,12.2,17,1,4,80,0,0,5,6.1,6,12.1
rhett-ellison,2014,MinnesotaVikings,16,19,208,11,40,1,12,63.16,3,1,19,20.8,6,26.8
rhett-ellison,2015,MinnesotaVikings,15,11,124,11.3,41,1,5,45.45,2,1,11,12.4,6,18.4
rhett-ellison,2016,MinnesotaVikings,15,9,57,6.3,21,0,2,22.22,1,0,9,5.7,0,5.7
rhett-ellison,2017,NewYorkGiants,16,24,235,9.8,27,2,13,54.17,1,0,24,23.5,12,35.5
rhett-ellison,2018,NewYorkGiants,14,25,272,10.9,29,1,13,52,2,0,25,27.2,6,33.2
rhett-ellison,2019,NewYorkGiants,10,18,167,9.3,31,1,4,22.22,3,0,18,16.7,6,22.7
alex-ellis,2016,JacksonvilleJaguars,6,3,11,3.7,6,0,0,0,0,0,3,1.1,0,1.1
alex-ellis,2018,KansasCityChiefs,2,0,0,0,0,0,0,0,0,0,0,0,0,0
alex-ellis,2019,PhiladelphiaEagles,3,0,0,0,0,0,0,0,0,0,0,0,0,0
ezekiel-elliott,2016,DallasCowboys,15,32,363,11.3,83,1,11,34.38,3,1,32,36.3,6,42.3
ezekiel-elliott,2017,DallasCowboys,10,26,269,10.4,72,2,6,23.08,5,1,26,26.9,12,38.9
ezekiel-elliott,2018,DallasCowboys,15,77,567,7.4,38,3,22,28.57,4,0,77,56.7,18,74.7
ezekiel-elliott,2019,DallasCowboys,16,54,420,7.8,27,2,21,38.89,3,0,54,42,12,54
ezekiel-elliott,2020,DallasCowboys,15,52,338,6.5,19,2,20,38.46,0,0,52,33.8,12,45.8
ben-ellefson,2020,JacksonvilleJaguars,7,1,10,10,10,0,1,100,0,0,1,1,0,1
austin-ekeler,2017,LosAngelesChargers,16,27,279,10.3,38,3,12,44.44,3,0,27,27.9,18,45.9
austin-ekeler,2018,LosAngelesChargers,14,39,404,10.4,44,3,18,46.15,5,1,39,40.4,18,58.4
austin-ekeler,2019,LosAngelesChargers,16,92,993,10.8,84,8,42,45.65,9,3,92,99.3,48,147.3
austin-ekeler,2020,LosAngelesChargers,10,54,403,7.5,28,2,20,37.04,2,0,54,40.3,12,52.3
tyler-eifert,2013,CincinnatiBengals,15,39,445,11.4,61,2,19,48.72,5,2,39,44.5,12,56.5
tyler-eifert,2014,CincinnatiBengals,1,3,37,12.3,20,0,2,66.67,1,0,3,3.7,0,3.7
tyler-eifert,2015,CincinnatiBengals,13,52,615,11.8,31,13,38,73.08,8,0,52,61.5,78,139.5
tyler-eifert,2016,CincinnatiBengals,8,29,394,13.6,71,5,23,79.31,6,1,29,39.4,30,69.4
tyler-eifert,2017,CincinnatiBengals,2,4,46,11.5,22,0,2,50,1,0,4,4.6,0,4.6
tyler-eifert,2018,CincinnatiBengals,4,15,179,11.9,29,1,10,66.67,2,0,15,17.9,6,23.9
tyler-eifert,2019,CincinnatiBengals,16,43,436,10.1,27,3,24,55.81,4,0,43,43.6,18,61.6
tyler-eifert,2020,JacksonvilleJaguars,15,36,349,9.7,28,2,22,61.11,1,0,36,34.9,12,46.9
clyde-edwards-helaire,2020,KansasCityChiefs,13,36,297,8.3,26,1,12,33.33,3,0,36,29.7,6,35.7
gus-edwards,2018,BaltimoreRavens,11,2,20,10,13,0,1,50,0,0,2,2,0,2
gus-edwards,2019,BaltimoreRavens,16,7,45,6.4,10,0,2,28.57,0,0,7,4.5,0,4.5
gus-edwards,2020,BaltimoreRavens,16,9,129,14.3,34,0,4,44.44,3,0,9,12.9,0,12.9
bryan-edwards,2020,LasVegasRaiders,12,11,193,17.6,34,1,9,81.82,5,0,11,19.3,6,25.3
trey-edmunds,2017,NewOrleansSaints,16,0,0,0,0,0,0,0,0,0,0,0,0,0
trey-edmunds,2018,PittsburghSteelers,4,0,0,0,0,0,0,0,0,0,0,0,0,0
trey-edmunds,2019,PittsburghSteelers,11,6,48,8,11,0,2,33.33,0,0,6,4.8,0,4.8
trey-edmunds,2020,PittsburghSteelers,4,0,0,0,0,0,0,0,0,0,0,0,0,0
chase-edmonds,2018,ArizonaCardinals,16,20,103,5.2,13,0,5,25,0,0,20,10.3,0,10.3
chase-edmonds,2019,ArizonaCardinals,13,12,105,8.8,31,1,5,41.67,1,0,12,10.5,6,16.5
chase-edmonds,2020,ArizonaCardinals,16,53,402,7.6,30,4,21,39.62,2,0,53,40.2,24,64.2
julian-edelman,2009,NewEnglandPatriots,11,37,359,9.7,29,1,19,51.35,3,0,37,35.9,6,41.9
julian-edelman,2010,NewEnglandPatriots,15,7,86,12.3,40,0,3,42.86,2,1,7,8.6,0,8.6
julian-edelman,2011,NewEnglandPatriots,13,4,34,8.5,11,0,0,0,0,0,4,3.4,0,3.4
julian-edelman,2012,NewEnglandPatriots,9,21,235,11.2,56,3,12,57.14,1,1,21,23.5,18,41.5
julian-edelman,2013,NewEnglandPatriots,16,105,1056,10.1,44,6,54,51.43,9,2,105,105.6,36,141.6
julian-edelman,2014,NewEnglandPatriots,14,92,972,10.6,69,4,49,53.26,7,3,92,97.2,24,121.2
julian-edelman,2015,NewEnglandPatriots,9,61,692,11.3,59,7,37,60.66,8,1,61,69.2,42,111.2
julian-edelman,2016,NewEnglandPatriots,16,98,1106,11.3,77,3,55,56.12,11,1,98,110.6,18,128.6
julian-edelman,2018,NewEnglandPatriots,12,74,850,11.5,36,6,41,55.41,12,0,74,85,36,121
julian-edelman,2019,NewEnglandPatriots,16,100,1117,11.2,44,6,54,54,13,1,100,111.7,36,147.7
julian-edelman,2020,NewEnglandPatriots,6,21,315,15,49,0,18,85.71,3,1,21,31.5,0,31.5
eric-ebron,2014,DetroitLions,13,25,248,9.9,22,1,14,56,1,0,25,24.8,6,30.8
eric-ebron,2015,DetroitLions,14,47,537,11.4,55,5,27,57.45,5,2,47,53.7,30,83.7
eric-ebron,2016,DetroitLions,13,61,711,11.7,61,1,37,60.66,9,1,61,71.1,6,77.1
eric-ebron,2017,DetroitLions,16,53,574,10.8,44,4,30,56.6,6,1,53,57.4,24,81.4
eric-ebron,2018,IndianapolisColts,16,66,750,11.4,53,13,39,59.09,7,1,66,75,78,153
eric-ebron,2019,IndianapolisColts,11,31,375,12.1,48,3,20,64.52,4,1,31,37.5,18,55.5
eric-ebron,2020,PittsburghSteelers,15,56,558,10,27,5,30,53.57,6,0,56,55.8,30,85.8
devin-funchess,2015,CarolinaPanthers,16,31,473,15.3,52,5,24,77.42,5,2,31,47.3,30,77.3
devin-funchess,2016,CarolinaPanthers,15,23,371,16.1,48,4,20,86.96,8,1,23,37.1,24,61.1
devin-funchess,2017,CarolinaPanthers,16,63,840,13.3,44,8,40,63.49,15,1,63,84,48,132
devin-funchess,2018,CarolinaPanthers,14,44,549,12.5,27,4,35,79.55,8,0,44,54.9,24,78.9
devin-funchess,2019,IndianapolisColts,1,3,32,10.7,16,0,2,66.67,0,0,3,3.2,0,3.2
devin-funchess,2020,GreenBayPackers,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troy-fumagalli,2018,DenverBroncos,0,0,0,0,0,0,0,0,0,0,0,0,0,0
troy-fumagalli,2019,DenverBroncos,11,6,38,6.3,9,1,1,16.67,0,0,6,3.8,6,9.8
troy-fumagalli,2020,DenverBroncos,8,8,80,10,29,1,6,75,1,0,8,8,6,14
will-fuller,2016,HoustonTexans,14,47,635,13.5,53,2,31,65.96,11,1,47,63.5,12,75.5
will-fuller,2017,HoustonTexans,10,28,423,15.1,59,7,21,75,7,2,28,42.3,42,84.3
will-fuller,2018,HoustonTexans,7,32,503,15.7,73,4,23,71.88,7,1,32,50.3,24,74.3
will-fuller,2019,HoustonTexans,11,49,670,13.7,54,3,26,53.06,10,4,49,67,18,85
will-fuller,2020,HoustonTexans,11,53,879,16.6,77,8,38,71.7,14,4,53,87.9,48,135.9
travis-fulgham,2019,DetroitLions,3,0,0,0,0,0,0,0,0,0,0,0,0,0
travis-fulgham,2020,PhiladelphiaEagles,13,38,539,14.2,42,4,26,68.42,5,2,38,53.9,24,77.9
royce-freeman,2018,DenverBroncos,14,14,72,5.1,9,0,2,14.29,0,0,14,7.2,0,7.2
royce-freeman,2019,DenverBroncos,16,43,256,6,19,1,10,23.26,0,0,43,25.6,6,31.6
royce-freeman,2020,DenverBroncos,16,12,81,6.8,28,0,4,33.33,1,0,12,8.1,0,8.1
devonta-freeman,2014,AtlantaFalcons,16,30,225,7.5,36,1,8,26.67,1,0,30,22.5,6,28.5
devonta-freeman,2015,AtlantaFalcons,15,73,578,7.9,44,3,21,28.77,3,1,73,57.8,18,75.8
devonta-freeman,2016,AtlantaFalcons,16,54,462,8.6,35,2,22,40.74,3,0,54,46.2,12,58.2
devonta-freeman,2017,AtlantaFalcons,14,36,317,8.8,29,1,18,50,3,0,36,31.7,6,37.7
devonta-freeman,2018,AtlantaFalcons,2,5,23,4.6,14,0,0,0,0,0,5,2.3,0,2.3
devonta-freeman,2019,AtlantaFalcons,14,59,410,7,28,4,17,28.81,2,0,59,41,24,65
devonta-freeman,2020,BuffaloBills,5,7,58,8.3,18,0,3,42.86,0,0,7,5.8,0,5.8
jordan-franks,2018,CincinnatiBengals,6,2,37,18.5,32,0,1,50,1,0,2,3.7,0,3.7
jordan-franks,2019,CincinnatiBengals,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jordan-franks,2020,ClevelandBrowns,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bennie-fowler,2015,DenverBroncos,16,16,203,12.7,41,0,11,68.75,1,1,16,20.3,0,20.3
bennie-fowler,2016,DenverBroncos,13,11,145,13.2,76,2,5,45.45,1,1,11,14.5,12,26.5
bennie-fowler,2017,DenverBroncos,16,29,350,12.1,29,3,18,62.07,5,0,29,35,18,53
bennie-fowler,2018,NewYorkGiants,10,16,199,12.4,26,1,12,75,3,0,16,19.9,6,25.9
bennie-fowler,2019,NewYorkGiants,8,23,193,8.4,17,0,12,52.17,0,0,23,19.3,0,19.3
bennie-fowler,2020,NewOrleansSaints,5,2,11,5.5,7,0,1,50,0,0,2,1.1,0,1.1
leonard-fournette,2017,JacksonvilleJaguars,13,36,302,8.4,28,1,15,41.67,2,0,36,30.2,6,36.2
leonard-fournette,2018,JacksonvilleJaguars,8,22,185,8.4,31,1,10,45.45,3,0,22,18.5,6,24.5
leonard-fournette,2019,JacksonvilleJaguars,15,76,522,6.9,27,0,23,30.26,3,0,76,52.2,0,52.2
leonard-fournette,2020,TampaBayBuccaneers,13,36,233,6.5,20,0,9,25,1,0,36,23.3,0,23.3
daurice-fountain,2018,IndianapolisColts,1,0,0,0,0,0,0,0,0,0,0,0,0,0
