Player_Id,Year,Fumbles,Rushing_Yards,Receiving_Yards,Rushing_TD,Receptions,Recieving_TD,Fantasy_Reception_Points,Fantasy_Rushing_Points,Fantasy_Standard_Reciving_Points,Total_Standard,Total_PPR
danny-amendola,2013,0,1,633,0,54,2,54,0.1,75.3,75.399999999999991,129.4
kenny-stills,2018,0,10,553,0,37,6,37,1,91.3,92.3,129.3
christian-kirk,2018,0,93,590,0,43,3,43,9.3,77,86.3,129.3
adam-humphries,2016,0,1,622,0,55,2,55,0.1,74.2,74.3,129.3
charles-clay,2015,0,15,528,1,51,3,51,7.5,70.8,78.3,129.3
evan-engram,2018,0,26,577,1,45,3,45,8.6,75.7,84.3,129.3
frank-gore,2012,0,599,234,2,28,1,28,71.9,29.4,101.30000000000001,129.3
lamar-miller,2018,1,709,163,2,25,1,25,82.9,22.3,104.2,129.20000000000002
lesean-mccoy,2014,2,637,155,4,28,0,28,87.7,15.5,101.2,129.2
gus-edwards,2020,1,723,129,6,9,0,9,108.3,12.9,120.2,129.2
darren-sproles,2010,0,61,520,0,59,2,59,6.1,64,70.1,129.1
brandin-cooks,2014,0,30,550,0,53,3,53,3,73,76,129
giovani-bernard,2014,0,211,349,3,43,2,43,39.1,46.9,86,129
dalvin-cook,2018,1,354,305,2,40,2,40,47.4,42.5,88.9,128.9
bilal-powell,2016,0,141,388,1,58,2,58,20.1,50.8,70.9,128.89999999999998
rex-burkhead,2017,1,264,254,5,30,3,30,56.4,43.4,98.8,128.8
frank-gore,2011,3,853,114,3,17,0,17,103.3,11.4,111.7,128.7
marshawn-lynch,2015,2,737,80,6,13,0,13,109.7,8,115.7,128.7
frank-gore,2012,1,722,234,0,28,1,28,72.2,29.4,100.6,128.6
theo-riddick,2016,0,25,371,1,53,5,53,8.5,67.1,75.6,128.6
rob-gronkowski,2013,0,2,592,1,39,4,39,6.2,83.2,89.4,128.4
frank-gore,2005,3,853,131,3,15,0,15,103.3,13.1,113.39999999999999,128.4
frank-gore,2014,3,853,111,3,11,1,11,103.3,17.1,117.4,128.4
darren-sproles,2014,0,317,387,3,40,0,40,49.7,38.7,88.4,128.4
ted-ginn,2013,0,68,556,0,36,5,36,6.8,85.6,92.399999999999991,128.39999999999998
derrick-henry,2018,1,744,99,5,15,0,15,104.4,9.9,113.30000000000001,128.3
desean-jackson,2012,0,12,700,0,45,2,45,1.2,82,83.2,128.2
darren-sproles,2015,0,164,388,2,55,1,55,28.4,44.8,73.199999999999989,128.2
josh-reynolds,2020,0,23,618,0,52,2,52,2.3,73.8,76.1,128.1
mohamed-sanu,2019,0,51,520,0,59,2,59,5.1,64,69.1,128.1
dion-lewis,2017,1,517,214,1,32,3,32,57.7,39.4,96.1,128.1
james-white,2015,1,121,410,2,40,4,40,24.1,65,88.1,128.1
darren-sproles,2010,0,50,520,0,59,2,59,5,64,69,128
t-y-hilton,2019,0,29,501,0,45,5,45,2.9,80.1,83,128
duke-johnson,2018,0,201,429,0,47,3,47,20.1,60.9,81,128
chris-thompson,2017,0,138,510,0,39,4,39,13.8,75,88.8,127.8
brandin-cooks,2014,0,18,550,0,53,3,53,1.8,73,74.8,127.8
desean-jackson,2012,0,7,700,0,45,2,45,0.7,82,82.7,127.7
jamaal-williams,2017,0,464,262,3,25,2,25,64.4,38.2,102.60000000000001,127.60000000000001
ted-ginn,2013,0,60,556,0,36,5,36,6,85.6,91.6,127.6
jamaal-williams,2018,0,556,210,4,27,0,27,79.6,21,100.6,127.6
dion-lewis,2018,1,115,400,2,59,1,59,23.5,46,68.5,127.5
mark-ingram,2011,1,769,46,6,11,0,11,112.9,4.6,116.5,127.5
mohamed-sanu,2019,0,44,520,0,59,2,59,4.4,64,68.4,127.4
bilal-powell,2014,0,772,92,5,11,0,11,107.2,9.2,116.4,127.4
kareem-hunt,2020,1,179,304,2,38,5,38,29.9,60.4,89.3,127.30000000000001
mike-davis,2017,1,642,131,6,15,0,15,100.2,13.1,112.3,127.30000000000001
desean-jackson,2012,0,2,700,0,45,2,45,0.2,82,82.2,127.2
lesean-mccoy,2018,0,514,238,3,34,0,34,69.4,23.8,93.2,127.2
t-y-hilton,2019,0,20,501,0,45,5,45,2,80.1,82.1,127.1
kenny-stills,2013,0,10,641,0,32,5,32,1,94.1,95.1,127.1
cordarrelle-patterson,2016,0,117,453,1,52,2,52,17.7,57.3,75,127
tavon-austin,2013,0,151,418,1,40,4,40,21.1,65.8,86.9,126.9
cam-newton,2012,5,592,6,12,0,0,0,131.2,0.6,126.79999999999998,126.79999999999998
le-veon-bell,2020,0,789,138,3,16,0,16,96.9,13.8,110.7,126.7
tavon-austin,2013,1,159,418,1,40,4,40,21.9,65.8,86.699999999999989,126.69999999999999
josh-reynolds,2020,0,8,618,0,52,2,52,0.8,73.8,74.6,126.6
alshon-jeffery,2019,0,105,490,0,43,4,43,10.5,73,83.5,126.5
theo-riddick,2017,0,171,444,0,53,2,53,17.1,56.4,73.5,126.5
desean-jackson,2015,0,137,528,1,30,4,30,19.7,76.8,96.5,126.5
ameer-abdullah,2015,2,552,183,4,25,1,25,79.2,24.3,101.5,126.5
albert-wilson,2017,0,50,554,1,42,3,42,11,73.4,84.4,126.4
ted-ginn,2013,0,48,556,0,36,5,36,4.8,85.6,90.399999999999991,126.39999999999999
chris-thompson,2018,1,356,268,3,41,1,41,53.6,32.8,85.4,126.39999999999999
joe-mixon,2020,1,626,138,4,21,1,21,86.6,19.8,105.39999999999999,126.39999999999999
lesean-mccoy,2018,2,465,238,4,34,0,34,70.5,23.8,92.3,126.30000000000001
josh-reynolds,2020,0,5,618,0,52,2,52,0.5,73.8,74.3,126.3
spencer-ware,2016,0,246,447,2,33,2,33,36.6,56.7,93.300000000000011,126.3
cordarrelle-patterson,2013,0,103,469,0,45,4,45,10.3,70.9,81.2,126.2
darren-sproles,2008,1,220,342,2,29,5,29,34,64.2,97.2,126.2
jerick-mckinnon,2020,0,319,253,5,33,1,33,61.9,31.3,93.2,126.2
tyler-higbee,2020,0,1,521,0,44,5,44,0.1,82.1,82.199999999999989,126.19999999999999
wayne-gallman,2018,1,682,89,6,14,0,14,104.2,8.9,112.10000000000001,126.10000000000001
tyler-boyd,2016,0,58,603,0,54,1,54,5.8,66.3,72.1,126.1
james-conner,2020,1,464,215,4,35,0,35,70.4,21.5,90.9,125.9
emmanuel-sanders,2017,0,53,555,1,47,2,47,11.3,67.5,78.8,125.8
jamaal-williams,2017,0,505,262,2,25,2,25,62.5,38.2,100.7,125.7
mark-ingram,2013,1,769,68,6,7,0,7,112.9,6.8,118.7,125.7
t-y-hilton,2019,0,6,501,0,45,5,45,0.6,80.1,80.699999999999989,125.69999999999999
george-kittle,2020,0,22,634,0,48,2,48,2.2,75.4,77.600000000000009,125.60000000000001
brandin-cooks,2019,0,73,583,1,42,2,42,13.3,70.3,83.6,125.6
ted-ginn,2013,0,39,556,0,36,5,36,3.9,85.6,89.5,125.5
darren-sproles,2015,1,267,388,0,55,1,55,26.7,44.8,70.5,125.5
darren-sproles,2009,0,66,497,0,45,4,45,6.6,73.7,80.3,125.30000000000001
russell-wilson,2016,5,849,14,6,2,1,2,120.9,7.4,123.30000000000001,125.30000000000001
mark-ingram,2019,0,386,247,1,26,5,26,44.6,54.7,99.300000000000011,125.3
carlos-hyde,2016,1,470,163,3,27,3,27,65,34.3,98.3,125.3
theo-riddick,2016,0,51,371,0,53,5,53,5.1,67.1,72.199999999999989,125.19999999999999
tyler-boyd,2016,0,49,603,0,54,1,54,4.9,66.3,71.2,125.19999999999999
frank-gore,2020,3,853,89,3,16,0,16,103.3,8.9,109.2,125.19999999999999
george-kittle,2020,0,17,634,0,48,2,48,1.7,75.4,77.100000000000009,125.10000000000001
james-conner,2018,0,144,497,0,55,1,55,14.4,55.7,70.100000000000009,125.10000000000001
brandin-cooks,2019,0,68,583,1,42,2,42,12.8,70.3,83.1,125.1
latavius-murray,2014,0,578,143,6,17,0,17,93.8,14.3,108.1,125.1
jamaal-williams,2020,0,464,236,3,31,1,31,64.4,29.6,94,125
latavius-murray,2014,0,637,143,5,17,0,17,93.7,14.3,108,125
dion-lewis,2018,1,209,400,0,59,1,59,20.9,46,65.9,124.9
lamar-miller,2013,1,709,170,2,26,0,26,82.9,17,98.9,124.9
darren-sproles,2009,0,61,497,0,45,4,45,6.1,73.7,79.8,124.80000000000001
curtis-samuel,2018,0,64,494,0,39,5,39,6.4,79.4,85.800000000000011,124.80000000000001
james-white,2020,0,263,375,1,49,1,49,32.3,43.5,75.8,124.8
kerryon-johnson,2020,1,641,187,3,19,1,19,82.1,24.7,105.8,124.8
devontae-booker,2018,1,423,275,3,38,0,38,60.3,27.5,86.8,124.8
darren-sproles,2016,0,120,427,1,52,2,52,18,54.7,72.7,124.7
latavius-murray,2018,1,656,141,4,22,0,22,89.6,14.1,102.69999999999999,124.69999999999999
mohamed-sanu,2019,0,16,520,0,59,2,59,1.6,64,65.6,124.6
mohamed-sanu,2019,0,15,520,0,59,2,59,1.5,64,65.5,124.5
ted-ginn,2013,0,29,556,0,36,5,36,2.9,85.6,88.5,124.5
andre-roberts,2011,0,29,586,0,51,2,51,2.9,70.6,73.5,124.5
duke-johnson,2016,0,201,514,0,53,0,53,20.1,51.4,71.5,124.5
damien-williams,2014,1,498,187,5,21,1,21,79.8,24.7,103.5,124.5
adrian-peterson,2020,0,604,101,7,12,0,12,102.4,10.1,112.5,124.5
george-kittle,2020,0,10,634,0,48,2,48,1,75.4,76.4,124.4
ameer-abdullah,2017,2,552,162,4,25,1,25,79.2,22.2,99.4,124.4
travis-benjamin,2017,0,96,567,0,34,4,34,9.6,80.7,90.3,124.30000000000001
evan-engram,2018,0,36,577,0,45,3,45,3.6,75.7,79.3,124.30000000000001
giovani-bernard,2016,0,337,336,2,39,1,39,45.7,39.6,85.300000000000011,124.30000000000001
andre-roberts,2011,0,27,586,0,51,2,51,2.7,70.6,73.3,124.3
charles-clay,2017,0,15,558,1,49,2,49,7.5,67.8,75.3,124.3
ted-ginn,2013,0,26,556,0,36,5,36,2.6,85.6,88.199999999999989,124.19999999999999
mohamed-sanu,2019,0,11,520,0,59,2,59,1.1,64,65.1,124.1
mecole-hardman,2020,0,31,560,0,41,4,41,3.1,80,83.1,124.1
tyler-lockett,2016,0,114,597,1,41,1,41,17.4,65.7,83.1,124.1
ty-montgomery,2016,0,273,348,3,44,0,44,45.3,34.8,80.1,124.1
mohamed-sanu,2019,0,10,520,0,59,2,59,1,64,65,124
jordan-howard,2017,0,525,125,6,23,0,23,88.5,12.5,101,124
emmanuel-sanders,2012,0,53,626,1,44,1,44,11.3,68.6,79.899999999999991,123.89999999999999
peyton-barber,2016,1,871,28,5,5,0,5,117.1,2.8,118.89999999999999,123.89999999999999
darren-sproles,2009,0,50,497,0,45,4,45,5,73.7,78.7,123.7
andre-roberts,2011,0,21,586,0,51,2,51,2.1,70.6,72.699999999999989,123.69999999999999
andre-roberts,2011,0,20,586,0,51,2,51,2,70.6,72.6,123.6
danny-amendola,2018,0,11,575,0,59,1,59,1.1,63.5,64.6,123.6
jordan-reed,2018,0,18,558,0,54,2,54,1.8,67.8,69.6,123.6
darren-sproles,2008,0,244,342,1,29,5,29,30.4,64.2,94.6,123.6
mohamed-sanu,2013,0,71,455,2,47,2,47,19.1,57.5,76.6,123.6
chris-thompson,2015,1,356,240,3,35,2,35,53.6,36,88.6,123.6
christian-kirk,2018,0,35,590,0,43,3,43,3.5,77,80.5,123.5
mohamed-sanu,2019,0,5,520,0,59,2,59,0.5,64,64.5,123.5
will-fuller,2016,0,9,635,0,47,2,47,0.9,75.5,76.4,123.4
isaiah-crowell,2014,3,607,87,8,9,0,9,108.7,8.7,114.4,123.4
ted-ginn,2013,0,18,556,0,36,5,36,1.8,85.6,87.399999999999991,123.39999999999999
jalen-richard,2019,0,491,323,1,36,0,36,55.1,32.3,87.4,123.39999999999999
mohamed-sanu,2019,0,3,520,0,59,2,59,0.3,64,64.3,123.3
danny-amendola,2018,0,8,575,0,59,1,59,0.8,63.5,64.3,123.3
frank-gore,2019,3,853,100,3,13,0,13,103.3,10,110.3,123.3
cam-newton,2011,4,636,27,10,1,0,1,123.6,2.7,122.3,123.3
desean-jackson,2015,0,104,528,1,30,4,30,16.4,76.8,93.199999999999989,123.19999999999999
duke-johnson,2019,0,201,410,0,44,3,44,20.1,59,79.1,123.1
jamaal-williams,2020,0,505,236,2,31,1,31,62.5,29.6,92.1,123.1
jordan-howard,2018,0,525,145,6,20,0,20,88.5,14.5,103,123
david-johnson,2020,0,345,314,2,33,2,33,46.5,43.4,89.9,122.9
deandre-washington,2019,1,467,292,2,36,0,36,58.7,29.2,86.9,122.9
mark-ingram,2020,1,769,50,6,6,0,6,112.9,5,116.9,122.9
devontae-booker,2016,1,423,265,3,31,1,31,60.3,32.5,91.8,122.8
mecole-hardman,2020,0,17,560,0,41,4,41,1.7,80,81.7,122.7
danny-amendola,2018,0,2,575,0,59,1,59,0.2,63.5,63.7,122.7
ted-ginn,2013,0,11,556,0,36,5,36,1.1,85.6,86.699999999999989,122.69999999999999
mark-ingram,2019,0,299,247,2,26,5,26,41.9,54.7,96.6,122.60000000000001
tavon-austin,2014,0,434,242,4,31,0,31,67.4,24.2,91.600000000000009,122.60000000000001
tyler-boyd,2016,0,23,603,0,54,1,54,2.3,66.3,68.6,122.6
danny-amendola,2018,0,1,575,0,59,1,59,0.1,63.5,63.6,122.6
matt-breida,2018,1,465,261,2,27,2,27,58.5,38.1,95.6,122.6
james-white,2015,0,56,410,2,40,4,40,17.6,65,82.6,122.6
t-j-yeldon,2016,2,253,312,2,50,1,50,37.3,37.2,72.5,122.5
desean-jackson,2015,0,96,528,1,30,4,30,15.6,76.8,92.399999999999991,122.4
marvin-jones,2018,0,65,508,0,35,5,35,6.5,80.8,87.3,122.3
ted-ginn,2013,0,7,556,0,36,5,36,0.7,85.6,86.3,122.3
andre-roberts,2011,0,7,586,0,51,2,51,0.7,70.6,71.3,122.3
alshon-jeffery,2019,0,2,490,1,43,4,43,6.2,73,79.2,122.2
dion-lewis,2015,0,234,388,2,36,2,36,35.4,50.8,86.199999999999989,122.2
isaiah-crowell,2014,0,685,87,6,9,0,9,104.5,8.7,113.2,122.2
ted-ginn,2013,0,6,556,0,36,5,36,0.6,85.6,86.199999999999989,122.19999999999999
evan-engram,2018,0,14,577,0,45,3,45,1.4,75.7,77.100000000000009,122.1
james-white,2015,0,171,410,0,40,4,40,17.1,65,82.1,122.1
javorius-allen,2018,2,514,196,1,35,2,35,57.4,31.6,87,122
deandre-washington,2019,0,387,292,3,36,0,36,56.7,29.2,85.9,121.9
ted-ginn,2013,0,3,556,0,36,5,36,0.3,85.6,85.899999999999991,121.89999999999999
robert-woods,2015,0,16,552,0,47,3,47,1.6,73.2,74.8,121.80000000000001
jeff-wilson,2018,2,600,98,7,12,0,12,102,9.8,109.8,121.8
alex-collins,2017,3,411,187,7,23,0,23,83.1,18.7,98.8,121.8
cam-newton,2011,4,741,27,8,1,0,1,122.1,2.7,120.8,121.8
theo-riddick,2017,1,133,444,0,53,2,53,13.3,56.4,68.7,121.69999999999999
james-white,2015,0,166,410,0,40,4,40,16.6,65,81.6,121.6
darren-sproles,2008,0,164,342,2,29,5,29,28.4,64.2,92.6,121.6
rex-burkhead,2017,0,302,254,3,30,3,30,48.2,43.4,91.6,121.6
adrian-peterson,2016,2,898,8,5,3,0,3,119.8,0.8,118.6,121.6
adrian-peterson,2014,2,898,18,5,2,0,2,119.8,1.8,119.6,121.6
theo-riddick,2016,0,14,371,0,53,5,53,1.4,67.1,68.5,121.5
lesean-mccoy,2019,0,514,181,3,28,1,28,69.4,24.1,93.5,121.5
robert-woods,2015,0,12,552,0,47,3,47,1.2,73.2,74.4,121.4
antonio-brown,2020,0,41,483,0,45,4,45,4.1,72.3,76.399999999999991,121.4
evan-engram,2018,0,7,577,0,45,3,45,0.7,75.7,76.4,121.4
aaron-jones,2018,0,448,206,4,26,1,26,68.8,26.6,95.4,121.4
travis-benjamin,2017,0,66,567,0,34,4,34,6.6,80.7,87.3,121.30000000000001
rashard-higgins,2020,0,4,599,0,37,4,37,0.4,83.9,84.300000000000011,121.30000000000001
phillip-lindsay,2018,0,502,241,1,35,1,35,56.2,30.1,86.300000000000011,121.30000000000001
javorius-allen,2015,0,110,353,3,45,2,45,29,47.3,76.3,121.3
peyton-barber,2020,1,871,12,5,4,0,4,117.1,1.2,117.3,121.3
dion-lewis,2018,0,102,400,1,59,1,59,16.2,46,62.2,121.2
bilal-powell,2012,0,722,140,3,17,0,17,90.2,14,104.2,121.2
kenny-stills,2019,0,10,561,0,40,4,40,1,80.1,81.1,121.1
lesean-mccoy,2013,0,31,539,0,52,2,52,3.1,65.9,69,121
carlos-hyde,2016,0,356,163,4,27,3,27,59.6,34.3,93.9,120.89999999999999
robert-woods,2015,0,6,552,0,47,3,47,0.6,73.2,73.8,120.80000000000001
mark-ingram,2012,1,769,29,6,6,0,6,112.9,2.9,114.80000000000001,120.80000000000001
jimmy-graham,2015,0,3,605,0,48,2,48,0.3,72.5,72.8,120.8
tony-pollard,2020,0,435,193,4,28,1,28,67.5,25.3,92.8,120.8
bilal-powell,2015,0,229,388,0,47,2,47,22.9,50.8,73.699999999999989,120.7
james-white,2017,0,38,429,0,56,3,56,3.8,60.9,64.7,120.69999999999999
corey-davis,2019,0,55,601,0,43,2,43,5.5,72.1,77.6,120.6
tyler-boyd,2016,0,3,603,0,54,1,54,0.3,66.3,66.6,120.6
rashard-higgins,2018,0,4,572,0,39,4,39,0.4,81.2,81.600000000000009,120.6
lesean-mccoy,2019,2,465,181,4,28,1,28,70.5,24.1,92.6,120.6
marvin-jones,2018,0,47,508,0,35,5,35,4.7,80.8,85.5,120.5
t-j-yeldon,2015,2,465,279,1,36,1,36,52.5,33.9,84.4,120.4
mark-ingram,2018,1,474,170,5,21,1,21,77.4,23,99.4,120.4
leonard-fournette,2018,0,439,185,5,22,1,22,73.9,24.5,98.4,120.4
adrian-peterson,2017,0,604,70,7,11,0,11,102.4,7,109.4,120.4
christian-kirk,2018,0,3,590,0,43,3,43,0.3,77,77.3,120.3
damien-williams,2017,1,498,155,5,20,1,20,79.8,21.5,100.3,120.3
cordarrelle-patterson,2013,0,43,469,0,45,4,45,4.3,70.9,75.2,120.2
chris-thompson,2019,1,294,378,2,42,0,42,41.4,37.8,78.199999999999989,120.2
cam-newton,2012,4,636,6,10,0,0,0,123.6,0.6,120.19999999999999,120.19999999999999
antonio-brown,2020,0,28,483,0,45,4,45,2.8,72.3,75.1,120.1
damien-williams,2015,1,498,142,5,21,1,21,79.8,20.2,99,120
albert-wilson,2017,0,45,554,0,42,3,42,4.5,73.4,77.9,119.9
jarius-wright,2014,0,71,588,0,42,2,42,7.1,70.8,77.899999999999991,119.9
robert-woods,2016,0,16,613,0,51,1,51,1.6,67.3,68.899999999999991,119.9
mark-ingram,2014,1,474,145,5,29,0,29,77.4,14.5,90.9,119.9
latavius-murray,2014,1,656,143,4,17,0,17,89.6,14.3,102.89999999999999,119.89999999999999
rex-burkhead,2017,0,344,254,2,30,3,30,46.4,43.4,89.8,119.80000000000001
antonio-brown,2020,0,24,483,0,45,4,45,2.4,72.3,74.7,119.69999999999999
cordarrelle-patterson,2016,0,103,453,0,52,2,52,10.3,57.3,67.6,119.6
jerick-mckinnon,2016,0,271,255,2,43,2,43,39.1,37.5,76.6,119.6
robert-woods,2016,0,12,613,0,51,1,51,1.2,67.3,68.5,119.5
tyler-lockett,2017,0,69,555,0,45,2,45,6.9,67.5,74.4,119.4
travis-benjamin,2017,0,45,567,0,34,4,34,4.5,80.7,85.2,119.2
leonard-fournette,2018,0,367,185,6,22,1,22,72.7,24.5,97.2,119.2
kenyan-drake,2020,2,644,137,3,25,0,25,82.4,13.7,94.100000000000009,119.10000000000001
marvin-jones,2018,0,33,508,0,35,5,35,3.3,80.8,84.1,119.1
latavius-murray,2017,0,578,103,6,15,0,15,93.8,10.3,104.1,119.1
devonta-freeman,2016,0,68,462,0,54,2,54,6.8,58.2,65,119
latavius-murray,2017,0,637,103,5,15,0,15,93.7,10.3,104,119
robert-woods,2016,0,6,613,0,51,1,51,0.6,67.3,67.899999999999991,118.9
darren-sproles,2008,1,267,342,0,29,5,29,26.7,64.2,89.9,118.9
emmanuel-sanders,2017,0,44,555,0,47,2,47,4.4,67.5,71.9,118.9
anthony-miller,2018,1,26,423,0,33,7,33,2.6,84.3,85.899999999999991,118.9
mecole-hardman,2019,0,31,538,0,26,6,26,3.1,89.8,92.899999999999991,118.9
lesean-mccoy,2017,0,31,448,0,59,2,59,3.1,56.8,59.9,118.9
travis-benjamin,2017,0,41,567,0,34,4,34,4.1,80.7,84.8,118.80000000000001
david-moore,2020,0,61,417,0,35,6,35,6.1,77.7,83.8,118.80000000000001
rex-burkhead,2017,0,274,254,3,30,3,30,45.4,43.4,88.8,118.80000000000001
gus-edwards,2019,1,723,45,6,7,0,7,108.3,4.5,111.8,118.8
spencer-ware,2018,0,403,224,6,20,0,20,76.3,22.4,98.699999999999989,118.69999999999999
cam-newton,2012,4,741,6,8,0,0,0,122.1,0.6,118.69999999999999,118.69999999999999
russell-wilson,2014,5,849,17,6,1,0,1,120.9,1.7,117.60000000000001,118.60000000000001
antonio-brown,2020,0,13,483,0,45,4,45,1.3,72.3,73.6,118.6
anthony-miller,2018,0,12,423,0,33,7,33,1.2,84.3,85.5,118.5
joe-mixon,2017,1,428,287,3,30,0,30,60.8,28.7,88.5,118.5
nyheim-hines,2019,1,314,320,2,44,0,44,43.4,32,74.4,118.4
robert-woods,2013,0,16,587,0,40,3,40,1.6,76.7,78.3,118.30000000000001
tyler-lockett,2017,0,58,555,0,45,2,45,5.8,67.5,73.3,118.3
alshon-jeffery,2019,1,33,490,0,43,4,43,3.3,73,75.3,118.3
mike-davis,2020,1,50,373,1,59,2,59,11,49.3,59.3,118.3
bilal-powell,2018,0,722,110,3,11,1,11,90.2,17,107.2,118.2
benjamin-watson,2012,0,11,501,0,49,3,49,1.1,68.1,69.199999999999989,118.19999999999999
antonio-brown,2020,0,9,483,0,45,4,45,0.9,72.3,73.2,118.19999999999999
jerick-mckinnon,2020,0,538,253,0,33,1,33,53.8,31.3,85.1,118.1
albert-wilson,2017,0,26,554,0,42,3,42,2.6,73.4,76,118
robert-woods,2013,0,12,587,0,40,3,40,1.2,76.7,77.9,117.9
theo-riddick,2017,0,25,444,1,53,2,53,8.5,56.4,64.9,117.9
dion-lewis,2018,0,69,400,1,59,1,59,12.9,46,58.9,117.9
bilal-powell,2015,0,141,388,1,47,2,47,20.1,50.8,70.9,117.89999999999999
antonio-brown,2020,0,5,483,0,45,4,45,0.5,72.3,72.8,117.8
darren-sproles,2015,0,120,388,1,55,1,55,18,44.8,62.8,117.8
david-johnson,2017,0,691,67,6,6,0,6,105.1,6.7,111.8,117.8
lamar-miller,2017,0,250,327,1,36,3,36,31,50.7,81.7,117.7
darren-sproles,2014,0,330,387,1,40,0,40,39,38.7,77.7,117.7
antonio-brown,2020,0,4,483,0,45,4,45,0.4,72.3,72.7,117.69999999999999
giovani-bernard,2016,0,211,336,3,39,1,39,39.1,39.6,78.7,117.69999999999999
latavius-murray,2015,1,424,232,2,41,0,41,54.4,23.2,76.6,117.60000000000001
rex-burkhead,2020,1,264,192,5,25,3,25,56.4,37.2,92.6,117.60000000000001
carlos-hyde,2016,1,333,163,4,27,3,27,57.3,34.3,90.6,117.6
giovani-bernard,2020,0,170,355,0,47,3,47,17,53.5,70.5,117.5
mecole-hardman,2019,0,17,538,0,26,6,26,1.7,89.8,91.5,117.5
brandin-cooks,2019,0,52,583,0,42,2,42,5.2,70.3,75.5,117.5
bilal-powell,2019,0,772,33,5,7,0,7,107.2,3.3,110.5,117.5
cordarrelle-patterson,2013,0,15,469,0,45,4,45,1.5,70.9,72.4,117.4
emmanuel-sanders,2017,0,29,555,0,47,2,47,2.9,67.5,70.4,117.4
deandre-washington,2017,1,467,197,2,34,1,34,58.7,25.7,83.4,117.4
robert-woods,2013,0,6,587,0,40,3,40,0.6,76.7,77.3,117.30000000000001
evan-engram,2019,0,26,467,1,44,3,44,8.6,64.7,73.3,117.30000000000001
jerick-mckinnon,2015,2,570,173,3,21,1,21,75,23.3,96.3,117.3
peyton-barber,2018,1,470,92,6,20,1,20,83,15.2,97.2,117.2
tevin-coleman,2017,3,392,299,1,27,3,27,45.2,47.9,90.1,117.1
lesean-mccoy,2020,4,840,101,2,15,0,15,96,10.1,102.1,117.1
emmanuel-sanders,2017,0,25,555,0,47,2,47,2.5,67.5,70,117
emmanuel-sanders,2012,0,44,626,0,44,1,44,4.4,68.6,73,117
albert-wilson,2017,0,16,554,0,42,3,42,1.6,73.4,75,117
ameer-abdullah,2015,4,597,183,2,25,1,25,71.7,24.3,92,117
matt-breida,2020,1,814,96,3,9,0,9,99.4,9.6,108,117
robby-anderson,2016,0,42,587,0,42,2,42,4.2,70.7,74.9,116.9
latavius-murray,2019,1,424,235,2,34,1,34,54.4,29.5,82.9,116.9
cam-newton,2020,6,754,35,6,2,1,2,111.4,9.5,114.9,116.9
devontae-booker,2017,1,423,275,3,30,0,30,60.3,27.5,86.8,116.8
david-johnson,2017,2,581,67,8,6,0,6,106.1,6.7,110.8,116.8
ronald-jones,2018,2,724,33,6,7,0,7,108.4,3.3,109.7,116.7
jarius-wright,2014,0,39,588,0,42,2,42,3.9,70.8,74.7,116.69999999999999
adam-thielen,2019,0,89,418,0,30,6,30,8.9,77.8,86.7,116.69999999999999
duke-johnson,2020,1,348,249,4,28,1,28,58.8,30.9,88.699999999999989,116.69999999999999
julio-jones,2013,0,56,580,0,41,2,41,5.6,70,75.6,116.6
kerryon-johnson,2018,1,403,213,3,32,1,32,58.3,27.3,84.6,116.6
theo-riddick,2018,0,171,384,0,61,0,61,17.1,38.4,55.5,116.5
chris-thompson,2016,1,216,349,0,49,2,49,21.6,46.9,67.5,116.5
juju-smith-schuster,2019,0,13,552,0,42,3,42,1.3,73.2,74.5,116.5
wendell-smallwood,2018,1,364,230,3,28,2,28,54.4,35,88.4,116.4
deandre-washington,2017,0,387,197,3,34,1,34,56.7,25.7,82.4,116.4
t-j-yeldon,2015,1,414,279,1,36,1,36,47.4,33.9,80.3,116.30000000000001
brandin-cooks,2019,0,40,583,0,42,2,42,4,70.3,74.3,116.3
lamar-miller,2012,1,888,45,3,6,0,6,106.8,4.5,110.3,116.3
marvin-jones,2018,0,3,508,0,35,5,35,0.3,80.8,81.1,116.1
chris-thompson,2017,0,20,510,0,39,4,39,2,75,77,116
albert-wilson,2017,0,6,554,0,42,3,42,0.6,73.4,74,116
chris-carson,2017,1,681,59,5,7,1,7,98.1,11.9,109,116
travis-benjamin,2017,0,12,567,0,34,4,34,1.2,80.7,81.9,115.9
travis-benjamin,2017,0,11,567,0,34,4,34,1.1,80.7,81.8,115.80000000000001
emmanuel-sanders,2017,0,12,555,0,47,2,47,1.2,67.5,68.7,115.7
jarius-wright,2014,0,29,588,0,42,2,42,2.9,70.8,73.7,115.69999999999999
allen-robinson,2014,0,9,548,0,48,2,48,0.9,66.8,67.7,115.69999999999999
desean-jackson,2015,0,29,528,1,30,4,30,8.9,76.8,85.7,115.69999999999999
a-j-green,2020,1,53,523,0,47,2,47,5.3,64.3,68.6,115.6
tarik-cohen,2017,0,213,353,0,53,1,53,21.3,41.3,62.599999999999994,115.6
james-white,2020,1,121,375,2,49,1,49,24.1,43.5,66.6,115.6
emmanuel-sanders,2012,0,29,626,0,44,1,44,2.9,68.6,71.5,115.5
jalen-richard,2016,0,491,194,1,29,2,29,55.1,31.4,86.5,115.5
tavon-austin,2013,1,47,418,1,40,4,40,10.7,65.8,75.5,115.5
