Player_Id,Year,Fumbles,Rushing_Yards,Receiving_Yards,Rushing_TD,Receptions,Recieving_TD,Fantasy_Reception_Points,Fantasy_Rushing_Points,Fantasy_Standard_Reciving_Points,Total_Standard,Total_PPR
julian-edelman,2014,1,57,972,0,92,4,92,5.7,121.2,125.9,217.9
le-veon-bell,2013,1,860,399,8,45,0,45,134,39.9,172.9,217.9
desean-jackson,2014,0,29,1169,1,56,6,56,8.9,152.9,161.8,217.8
lesean-mccoy,2010,2,465,592,4,78,2,78,70.5,71.2,139.7,217.7
david-johnson,2018,0,691,446,6,50,3,50,105.1,62.6,167.7,217.7
lesean-mccoy,2009,3,1138,308,6,40,0,40,149.8,30.8,177.60000000000002,217.60000000000002
james-white,2016,0,425,551,5,60,5,60,72.5,85.1,157.6,217.6
kareem-hunt,2020,1,841,304,6,38,5,38,120.1,60.4,179.5,217.5
a-j-brown,2019,0,60,1051,1,52,8,52,12,153.1,165.1,217.1
adrian-peterson,2008,3,1266,125,10,21,0,21,186.6,12.5,196.1,217.1
amari-cooper,2015,0,20,1070,0,72,6,72,2,143,145,217
a-j-green,2011,1,53,1057,0,65,7,65,5.3,147.7,152,217
robert-woods,2019,0,16,1134,0,90,2,90,1.6,125.4,127,217
brandin-cooks,2017,0,18,1082,0,65,7,65,1.8,150.2,152,217
darren-sproles,2011,0,120,710,1,86,7,86,18,113,131,217
chase-claypool,2020,0,16,873,2,62,9,62,13.6,141.3,154.9,216.9
frank-gore,2008,2,1025,373,4,43,2,43,126.5,49.3,173.8,216.8
james-conner,2018,2,721,497,6,55,1,55,108.1,55.7,161.8,216.8
miles-sanders,2019,2,818,509,3,50,3,50,99.8,68.9,166.7,216.70000000000002
lesean-mccoy,2018,3,1319,238,5,34,0,34,161.9,23.8,182.70000000000002,216.70000000000002
julian-edelman,2014,1,45,972,0,92,4,92,4.5,121.2,124.7,216.7
darren-sproles,2012,1,220,667,2,75,7,75,34,108.7,141.7,216.7
david-johnson,2018,2,581,446,8,50,3,50,106.1,62.6,166.7,216.7
robert-woods,2019,0,12,1134,0,90,2,90,1.2,125.4,126.60000000000001,216.60000000000002
emmanuel-sanders,2016,0,44,1032,0,79,5,79,4.4,133.2,137.6,216.6
a-j-green,2011,0,38,1057,0,65,7,65,3.8,147.7,151.5,216.5
amari-cooper,2015,0,14,1070,0,72,6,72,1.4,143,144.4,216.4
john-brown,2019,0,22,1060,0,72,6,72,2.2,142,144.2,216.2
robert-woods,2019,0,6,1134,0,90,2,90,0.6,125.4,126,216
bilal-powell,2016,0,772,388,5,58,2,58,107.2,50.8,158,216
aaron-jones,2018,1,1104,206,9,26,1,26,164.4,26.6,190,216
julian-edelman,2014,0,27,972,0,92,4,92,2.7,121.2,123.9,215.9
lesean-mccoy,2012,1,895,373,3,54,3,54,107.5,55.3,161.8,215.8
frank-gore,2006,3,853,485,3,61,1,61,103.3,54.5,154.8,215.8
darren-sproles,2013,0,603,604,2,71,2,71,72.3,72.4,144.7,215.70000000000002
marshawn-lynch,2015,3,1257,80,12,13,0,13,197.7,8,202.7,215.7
amari-cooper,2015,0,6,1070,0,72,6,72,0.6,143,143.6,215.6
tyler-lockett,2018,0,20,965,0,57,10,57,2,156.5,158.5,215.5
julian-edelman,2014,0,23,972,0,92,4,92,2.3,121.2,123.5,215.5
julian-edelman,2014,0,22,972,0,92,4,92,2.2,121.2,123.4,215.4
amari-cooper,2015,0,4,1070,0,72,6,72,0.4,143,143.4,215.4
leonard-fournette,2020,2,1040,233,9,36,0,36,158,23.3,179.3,215.3
emmanuel-sanders,2016,0,29,1032,0,79,5,79,2.9,133.2,136.1,215.1
john-brown,2019,0,10,1060,0,72,6,72,1,142,143,215
john-brown,2019,0,10,1060,0,72,6,72,1,142,143,215
le-veon-bell,2019,0,789,461,3,66,1,66,96.9,52.1,149,215
adrian-peterson,2018,1,970,208,12,20,1,20,169,26.8,194.8,214.8
adrian-peterson,2019,3,1266,142,10,17,0,17,186.6,14.2,197.79999999999998,214.79999999999998
emmanuel-sanders,2016,0,25,1032,0,79,5,79,2.5,133.2,135.7,214.7
john-brown,2019,0,7,1060,0,72,6,72,0.7,142,142.7,214.7
odell-beckham,2019,0,72,1035,1,74,4,74,13.2,127.5,140.7,214.7
julian-edelman,2014,0,14,972,0,92,4,92,1.4,121.2,122.60000000000001,214.60000000000002
jarvis-landry,2018,0,60,976,1,81,4,81,12,121.6,133.6,214.6
john-brown,2019,0,4,1060,0,72,6,72,0.4,142,142.4,214.4
kenyan-drake,2017,3,955,239,10,32,1,32,155.5,29.9,182.4,214.4
t-y-hilton,2015,0,29,1124,0,69,5,69,2.9,142.4,145.3,214.3
julian-edelman,2014,0,11,972,0,92,4,92,1.1,121.2,122.3,214.3
frank-gore,2010,3,961,452,3,46,2,46,114.1,57.2,168.3,214.3
aaron-jones,2020,1,728,355,8,47,2,47,120.8,47.5,167.3,214.3
frank-gore,2016,2,1025,277,4,38,4,38,126.5,51.7,176.2,214.2
darren-sproles,2012,0,244,667,1,75,7,75,30.4,108.7,139.1,214.10000000000002
julian-edelman,2014,0,8,972,0,92,4,92,0.8,121.2,122,214
lamar-miller,2017,0,973,327,5,36,3,36,127.3,50.7,178,214
le-veon-bell,2020,0,1361,138,8,16,0,16,184.1,13.8,197.9,213.9
mark-ingram,2016,1,769,319,6,46,4,46,112.9,55.9,167.8,213.8
t-j-yeldon,2018,0,740,487,2,55,4,55,86,72.7,158.7,213.7
frank-gore,2007,3,961,436,3,53,1,53,114.1,49.6,160.7,213.7
ezekiel-elliott,2016,1,983,363,7,32,1,32,140.3,42.3,181.60000000000002,213.60000000000002
aaron-jones,2017,2,1084,22,16,9,0,9,204.4,2.2,204.6,213.6
t-y-hilton,2015,0,20,1124,0,69,5,69,2,142.4,144.4,213.4
a-j-green,2014,1,53,1041,0,69,6,69,5.3,140.1,144.4,213.39999999999998
emmanuel-sanders,2016,0,12,1032,0,79,5,79,1.2,133.2,134.39999999999998,213.39999999999998
d-j-moore,2020,0,40,1193,0,66,4,66,4,143.3,147.3,213.3
stefon-diggs,2019,0,13,1130,0,63,6,63,1.3,149,150.3,213.3
stefon-diggs,2019,0,13,1130,0,63,6,63,1.3,149,150.3,213.3
duke-johnson,2017,1,410,693,2,74,3,74,53,87.3,139.3,213.3
theo-riddick,2015,1,286,697,3,80,3,80,46.6,87.7,133.3,213.3
marshawn-lynch,2008,1,891,300,7,47,1,47,131.1,36,166.1,213.1
josh-jacobs,2019,2,1065,166,12,20,0,20,178.5,16.6,193.1,213.1
stefon-diggs,2019,0,10,1130,0,63,6,63,1,149,150,213
desean-jackson,2014,0,41,1169,0,56,6,56,4.1,152.9,157,213
latavius-murray,2015,2,788,232,12,41,0,41,150.8,23.2,172,213
a-j-green,2014,0,38,1041,0,69,6,69,3.8,140.1,143.9,212.89999999999998
josh-jacobs,2020,1,1150,238,7,33,0,33,157,23.8,179.8,212.8
marshawn-lynch,2018,3,1204,84,12,15,0,15,192.4,8.4,197.8,212.8
julian-edelman,2014,1,5,972,0,92,4,92,0.5,121.2,120.7,212.7
desean-jackson,2014,0,38,1169,0,56,6,56,3.8,152.9,156.70000000000002,212.7
emmanuel-sanders,2016,0,4,1032,0,79,5,79,0.4,133.2,133.6,212.6
emmanuel-sanders,2016,0,4,1032,0,79,5,79,0.4,133.2,133.6,212.6
dion-lewis,2015,0,896,388,6,36,2,36,125.6,50.8,176.39999999999998,212.39999999999998
adrian-peterson,2016,6,1485,8,11,3,0,3,214.5,0.8,209.3,212.3
adrian-peterson,2014,6,1485,18,11,2,0,2,214.5,1.8,210.3,212.3
latavius-murray,2019,2,788,235,12,34,1,34,150.8,29.5,178.3,212.3
phillip-lindsay,2019,0,1037,196,9,35,0,35,157.7,19.6,177.29999999999998,212.29999999999998
kenyan-drake,2019,2,817,345,8,50,0,50,129.7,34.5,162.2,212.2
darren-sproles,2012,0,164,667,2,75,7,75,28.4,108.7,137.1,212.10000000000002
stefon-diggs,2019,0,1,1130,0,63,6,63,0.1,149,149.1,212.1
curtis-samuel,2020,0,200,851,2,77,3,77,32,103.1,135.1,212.1
t-y-hilton,2015,0,6,1124,0,69,5,69,0.6,142.4,143,212
a-j-green,2011,1,2,1057,0,65,7,65,0.2,147.7,146.89999999999998,211.89999999999998
adrian-peterson,2012,2,1042,217,7,40,1,40,146.2,27.7,171.89999999999998,211.89999999999998
lamar-miller,2016,2,1099,188,8,31,1,31,157.9,24.8,180.70000000000002,211.70000000000002
ceedee-lamb,2020,0,82,935,1,74,5,74,14.2,123.5,137.7,211.7
d-j-moore,2020,0,22,1193,0,66,4,66,2.2,143.3,145.5,211.5
mark-ingram,2017,1,769,416,6,58,0,58,112.9,41.6,153.5,211.5
melvin-gordon,2020,2,997,158,10,32,1,32,159.7,21.8,179.5,211.5
nick-chubb,2019,0,996,278,8,36,0,36,147.6,27.8,175.4,211.4
golden-tate,2015,0,41,813,0,90,6,90,4.1,117.3,121.39999999999999,211.39999999999998
melvin-gordon,2020,1,1105,158,8,32,1,32,158.5,21.8,179.3,211.3
randall-cobb,2015,0,132,829,0,79,6,79,13.2,118.9,132.1,211.10000000000002
kenyan-drake,2018,2,644,477,3,53,5,53,82.4,77.7,158.10000000000002,211.10000000000002
lesean-mccoy,2019,3,1319,181,5,28,1,28,161.9,24.1,183,211
frank-gore,2009,3,853,406,3,52,3,52,103.3,58.6,158.9,210.9
le-veon-bell,2020,2,1291,138,9,16,0,16,183.1,13.8,194.9,210.9
jeremy-hill,2014,4,1124,215,9,27,0,27,166.4,21.5,183.9,210.9
david-johnson,2015,0,691,457,6,36,4,36,105.1,69.7,174.8,210.8
golden-tate,2015,0,34,813,0,90,6,90,3.4,117.3,120.7,210.7
cooper-kupp,2020,0,33,974,0,92,3,92,3.3,115.4,118.7,210.7
giovani-bernard,2013,0,730,514,2,56,3,56,85,69.4,154.4,210.4
david-johnson,2020,2,940,314,7,33,2,33,136,43.4,177.4,210.4
marshawn-lynch,2015,3,1204,80,12,13,0,13,192.4,8,197.4,210.4
golden-tate,2015,0,31,813,0,90,6,90,3.1,117.3,120.39999999999999,210.39999999999998
golden-tate,2015,0,30,813,0,90,6,90,3,117.3,120.3,210.3
dez-bryant,2011,0,5,928,0,63,9,63,0.5,146.8,147.3,210.3
tyreek-hill,2019,0,123,860,2,58,7,58,24.3,128,152.3,210.3
darren-sproles,2013,2,329,604,6,71,2,71,68.9,72.4,139.3,210.3
jordan-howard,2016,2,935,298,9,29,1,29,147.5,35.8,181.3,210.3
desean-jackson,2014,0,12,1169,0,56,6,56,1.2,152.9,154.1,210.10000000000002
cooper-kupp,2020,0,25,974,0,92,3,92,2.5,115.4,117.9,209.9
dez-bryant,2011,0,1,928,0,63,9,63,0.1,146.8,146.9,209.9
lesean-mccoy,2013,4,840,539,2,52,2,52,96,65.9,157.9,209.9
melvin-gordon,2015,2,997,192,10,33,0,33,159.7,19.2,176.89999999999998,209.89999999999998
david-johnson,2015,2,581,457,8,36,4,36,106.1,69.7,173.8,209.8
marshawn-lynch,2013,1,891,316,7,36,2,36,131.1,43.6,173.7,209.7
melvin-gordon,2015,1,1105,192,8,33,0,33,158.5,19.2,176.7,209.7
desean-jackson,2014,0,7,1169,0,56,6,56,0.7,152.9,153.6,209.60000000000002
jarvis-landry,2018,0,10,976,1,81,4,81,7,121.6,128.6,209.6
calvin-ridley,2018,0,34,821,0,64,10,64,3.4,142.1,145.5,209.5
john-brown,2015,0,22,1003,0,65,7,65,2.2,142.3,144.5,209.5
golden-tate,2015,0,22,813,0,90,6,90,2.2,117.3,119.5,209.5
darren-sproles,2012,1,267,667,0,75,7,75,26.7,108.7,134.4,209.4
theo-riddick,2015,0,357,697,1,80,3,80,41.7,87.7,129.4,209.4
golden-tate,2015,0,20,813,0,90,6,90,2,117.3,119.3,209.3
desean-jackson,2014,0,2,1169,0,56,6,56,0.2,152.9,153.1,209.10000000000002
todd-gurley,2020,3,1106,164,10,25,0,25,170.6,16.4,184,209
golden-tate,2015,0,16,813,0,90,6,90,1.6,117.3,118.89999999999999,208.89999999999998
calvin-ridley,2018,0,27,821,0,64,10,64,2.7,142.1,144.79999999999998,208.8
golden-tate,2015,0,14,813,0,90,6,90,1.4,117.3,118.7,208.7
saquon-barkley,2020,0,1307,60,11,6,0,6,196.7,6,202.7,208.7
nick-chubb,2020,1,1067,150,12,16,0,16,178.7,15,192.7,208.7
derrick-henry,2017,0,1059,136,12,11,1,11,177.9,19.6,197.5,208.5
dalvin-cook,2017,3,1135,90,13,11,0,11,191.5,9,197.5,208.5
demaryius-thomas,2017,0,5,949,0,83,5,83,0.5,124.9,125.4,208.4
john-brown,2015,0,10,1003,0,65,7,65,1,142.3,143.3,208.3
john-brown,2015,0,10,1003,0,65,7,65,1,142.3,143.3,208.3
a-j-green,2014,1,2,1041,0,69,6,69,0.2,140.1,139.29999999999998,208.3
desean-jackson,2010,0,137,1056,1,47,6,47,19.7,141.6,161.29999999999998,208.3
derrick-henry,2020,0,1059,114,12,19,0,19,177.9,11.4,189.3,208.3
latavius-murray,2016,2,788,264,12,33,0,33,150.8,26.4,175.20000000000002,208.20000000000002
phillip-lindsay,2018,0,1011,241,7,35,1,35,143.1,30.1,173.2,208.2
john-brown,2015,0,7,1003,0,65,7,65,0.7,142.3,143,208
james-white,2018,0,38,751,0,87,7,87,3.8,117.1,120.89999999999999,207.89999999999998
cooper-kupp,2020,0,4,974,0,92,3,92,0.4,115.4,115.80000000000001,207.8
lesean-mccoy,2017,4,840,448,2,59,2,59,96,56.8,148.8,207.8
john-brown,2015,0,4,1003,0,65,7,65,0.4,142.3,142.70000000000002,207.70000000000002
golden-tate,2015,0,4,813,0,90,6,90,0.4,117.3,117.7,207.7
marshawn-lynch,2011,1,1115,212,7,28,1,28,153.5,27.2,179.7,207.7
mike-davis,2020,1,642,373,6,59,2,59,100.2,49.3,148.5,207.5
todd-gurley,2015,3,1106,188,10,21,0,21,170.6,18.8,186.4,207.4
le-veon-bell,2017,0,328,655,2,85,2,85,44.8,77.5,122.3,207.3
kenny-golladay,2018,0,9,1063,0,70,5,70,0.9,136.3,137.20000000000002,207.20000000000002
kenny-golladay,2018,0,8,1063,0,70,5,70,0.8,136.3,137.10000000000002,207.10000000000002
tyreek-hill,2019,0,151,860,1,58,7,58,21.1,128,149.1,207.1
jarvis-landry,2014,0,113,758,1,84,5,84,17.3,105.8,123.1,207.1
isaiah-crowell,2016,2,952,319,7,40,0,40,137.2,31.9,167.1,207.1
demaryius-thomas,2017,1,1,949,0,83,5,83,0.1,124.9,124,207
lamar-miller,2014,2,1073,275,5,38,1,38,137.3,33.5,168.8,206.8
lesean-mccoy,2018,1,1080,238,7,34,0,34,150,23.8,172.8,206.8
golden-tate,2015,1,4,813,0,90,6,90,0.4,117.3,116.7,206.7
marlon-mack,2017,0,1091,225,8,21,1,21,157.1,28.5,185.6,206.6
calvin-ridley,2018,0,1,821,0,64,10,64,0.1,142.1,142.2,206.2
rob-gronkowski,2012,0,2,790,1,55,11,55,6.2,145,151.2,206.2
kenyan-drake,2018,2,535,477,4,53,5,53,77.5,77.7,153.2,206.2
antonio-gibson-2,2020,0,795,247,11,36,0,36,145.5,24.7,170.2,206.2
adrian-peterson,2011,1,970,139,12,18,1,18,169,19.9,187.9,205.9
adrian-peterson,2016,4,1341,8,12,3,0,3,206.1,0.8,202.9,205.9
adrian-peterson,2014,4,1341,18,12,2,0,2,206.1,1.8,203.9,205.9
randall-cobb,2015,0,78,829,0,79,6,79,7.8,118.9,126.7,205.7
julian-edelman,2018,0,107,850,0,74,6,74,10.7,121,131.7,205.7
lamar-miller,2014,1,872,275,8,38,1,38,135.2,33.5,167.7,205.7
adrian-peterson,2020,3,1266,101,10,12,0,12,186.6,10.1,193.7,205.7
joe-mixon,2020,0,1168,138,8,21,1,21,164.8,19.8,184.60000000000002,205.60000000000002
darren-sproles,2011,0,66,710,0,86,7,86,6.6,113,119.6,205.6
leonard-fournette,2017,0,1152,302,3,36,1,36,133.2,36.2,169.39999999999998,205.39999999999998
marshawn-lynch,2014,2,737,367,6,37,4,37,109.7,60.7,168.4,205.39999999999998
darren-sproles,2011,0,61,710,0,86,7,86,6.1,113,119.1,205.1
odell-beckham,2019,0,35,1035,0,74,4,74,3.5,127.5,131,205
desean-jackson,2010,0,104,1056,1,47,6,47,16.4,141.6,158,205
bilal-powell,2015,0,772,388,5,47,2,47,107.2,50.8,158,205
marshawn-lynch,2011,2,1036,212,8,28,1,28,151.6,27.2,176.79999999999998,204.79999999999998
adam-thielen,2016,0,89,967,0,69,5,69,8.9,126.7,135.6,204.60000000000002
lesean-mccoy,2018,3,1138,238,6,34,0,34,149.8,23.8,170.60000000000002,204.60000000000002
adrian-peterson,2016,1,1298,8,12,3,0,3,201.8,0.8,201.60000000000002,204.60000000000002
adrian-peterson,2014,1,1298,18,12,2,0,2,201.8,1.8,202.60000000000002,204.60000000000002
derrick-henry,2016,0,1059,137,12,13,0,13,177.9,13.7,191.6,204.6
lamar-miller,2015,1,888,397,3,47,2,47,106.8,51.7,157.5,204.5
david-montgomery,2019,0,1070,185,8,25,1,25,155,24.5,179.5,204.5
julian-edelman,2018,0,94,850,0,74,6,74,9.4,121,130.4,204.4
adrian-peterson,2009,2,898,436,5,43,0,43,119.8,43.6,161.4,204.4
melvin-gordon,2020,2,986,158,9,32,1,32,152.6,21.8,172.4,204.4
jarvis-landry,2018,0,17,976,0,81,4,81,1.7,121.6,123.3,204.3
ezekiel-elliott,2017,1,983,269,7,26,2,26,140.3,38.9,178.20000000000002,204.20000000000002
travis-benjamin,2015,0,96,966,0,68,5,68,9.6,126.6,136.2,204.2
desean-jackson,2010,0,96,1056,1,47,6,47,15.6,141.6,157.2,204.2
darren-sproles,2011,0,50,710,0,86,7,86,5,113,118,204
lesean-mccoy,2011,1,895,315,3,48,3,48,107.5,49.5,156,204
frank-gore,2015,3,1102,267,5,34,1,34,140.2,32.7,169.89999999999998,203.89999999999998
mark-ingram,2018,2,1018,170,10,21,1,21,161.8,23,182.8,203.8
latavius-murray,2015,3,1066,232,6,41,0,41,142.6,23.2,162.79999999999998,203.79999999999998
larry-fitzgerald,2006,0,41,946,0,69,6,69,4.1,130.6,134.7,203.7
jarvis-landry,2018,0,10,976,0,81,4,81,1,121.6,122.6,203.6
lesean-mccoy,2013,2,637,539,4,52,2,52,87.7,65.9,151.60000000000002,203.6
julio-jones,2011,0,56,959,0,54,8,54,5.6,143.9,149.5,203.5
frank-gore,2010,3,853,452,3,46,2,46,103.3,57.2,157.5,203.5
cole-beasley,2020,0,7,967,0,82,4,82,0.7,120.7,121.4,203.4
odell-beckham,2019,0,19,1035,0,74,4,74,1.9,127.5,129.4,203.4
le-veon-bell,2015,3,1268,136,7,24,0,24,168.8,13.6,179.4,203.4
sammy-watkins,2014,1,52,982,0,65,6,65,5.2,134.2,138.39999999999998,203.39999999999998
frank-gore,2008,3,961,373,3,43,2,43,114.1,49.3,160.39999999999998,203.39999999999998
robby-anderson,2017,0,42,941,0,63,7,63,4.2,136.1,140.29999999999998,203.3
mark-ingram,2014,2,1018,145,10,29,0,29,161.8,14.5,174.3,203.3
lamar-miller,2018,2,1099,163,8,25,1,25,157.9,22.3,178.20000000000002,203.20000000000002
ezekiel-elliott,2016,5,979,363,6,32,1,32,133.9,42.3,171.2,203.2
stefon-diggs,2017,0,62,849,0,64,8,64,6.2,132.9,139.1,203.10000000000002
latavius-murray,2019,3,1066,235,6,34,1,34,142.6,29.5,169.1,203.1
stefon-diggs,2017,0,61,849,0,64,8,64,6.1,132.9,139,203
tarik-cohen,2019,2,444,456,3,79,3,79,62.4,63.6,124,203
randall-cobb,2015,0,50,829,0,79,6,79,5,118.9,123.9,202.9
frank-gore,2007,3,853,436,3,53,1,53,103.3,49.6,149.9,202.9
derrick-henry,2018,0,1059,99,12,15,0,15,177.9,9.9,187.8,202.8
melvin-gordon,2015,2,986,192,9,33,0,33,152.6,19.2,169.79999999999998,202.79999999999998
odell-beckham,2019,0,10,1035,0,74,4,74,1,127.5,128.5,202.5
leonard-fournette,2018,2,1040,185,9,22,1,22,158,24.5,180.5,202.5
odell-beckham,2019,0,9,1035,0,74,4,74,0.9,127.5,128.4,202.4
lesean-mccoy,2014,3,1319,155,5,28,0,28,161.9,15.5,174.4,202.4
mark-ingram,2015,1,769,405,6,50,0,50,112.9,40.5,152.4,202.4
chris-carson,2018,3,1151,163,9,20,0,20,169.1,16.3,182.4,202.4
joe-mixon,2017,0,1137,287,5,30,0,30,143.7,28.7,172.39999999999998,202.39999999999998
odell-beckham,2019,0,8,1035,0,74,4,74,0.8,127.5,128.3,202.3
adam-thielen,2016,0,6,967,1,69,5,69,6.6,126.7,133.3,202.3
melvin-gordon,2020,0,885,158,10,32,1,32,148.5,21.8,170.3,202.3
leonard-fournette,2019,0,439,522,5,76,0,76,73.9,52.2,126.10000000000001,202.10000000000002
duke-johnson,2017,1,358,693,1,74,3,74,41.8,87.3,128.1,202.1
david-johnson,2019,0,691,370,6,36,4,36,105.1,61,166.1,202.1
odell-beckham,2019,0,3,1035,0,74,4,74,0.3,127.5,127.8,201.8
jarvis-landry,2014,0,60,758,1,84,5,84,12,105.8,117.8,201.8
jordan-howard,2017,1,1313,125,6,23,0,23,167.3,12.5,178.8,201.8
ronald-jones,2019,0,978,309,7,31,0,31,139.8,30.9,170.70000000000002,201.70000000000002
darren-sproles,2012,0,120,667,1,75,7,75,18,108.7,126.7,201.7
randall-cobb,2015,0,37,829,0,79,6,79,3.7,118.9,122.60000000000001,201.60000000000002
adrian-peterson,2017,3,1266,70,10,11,0,11,186.6,7,190.6,201.6
lesean-mccoy,2017,2,637,448,4,59,2,59,87.7,56.8,142.5,201.5
adrian-peterson,2008,1,970,125,12,21,0,21,169,12.5,180.5,201.5
lesean-mccoy,2012,4,840,373,2,54,3,54,96,55.3,147.3,201.3
randall-cobb,2015,0,33,829,0,79,6,79,3.3,118.9,122.2,201.2
travis-benjamin,2015,0,66,966,0,68,5,68,6.6,126.6,133.2,201.2
carlos-hyde,2016,2,938,163,8,27,3,27,141.8,34.3,174.10000000000002,201.10000000000002
lesean-mccoy,2019,1,1080,181,7,28,1,28,150,24.1,173.1,201.1
marshawn-lynch,2012,1,1115,196,7,23,1,23,153.5,25.6,178.1,201.1
melvin-gordon,2016,3,612,419,8,41,2,41,109.2,53.9,160.1,201.1
david-johnson,2019,2,581,370,8,36,4,36,106.1,61,165.1,201.1
larry-fitzgerald,2006,0,14,946,0,69,6,69,1.4,130.6,132,201
tyreek-hill,2016,0,267,593,3,61,6,61,44.7,95.3,140,201
julio-jones,2011,0,30,959,0,54,8,54,3,143.9,146.9,200.9
leonard-fournette,2019,0,367,522,6,76,0,76,72.7,52.2,124.9,200.89999999999998
frank-gore,2016,3,961,277,3,38,4,38,114.1,51.7,162.8,200.8
jordan-howard,2018,1,1313,145,6,20,0,20,167.3,14.5,180.8,200.8
jeremy-hill,2016,4,1124,174,9,21,0,21,166.4,17.4,179.8,200.8
jamison-crowder,2019,0,34,833,0,78,6,78,3.4,119.3,122.7,200.7
jordan-howard,2017,1,1122,125,9,23,0,23,166.2,12.5,177.7,200.7
melvin-gordon,2015,0,885,192,10,33,0,33,148.5,19.2,167.7,200.7
robby-anderson,2017,0,15,941,0,63,7,63,1.5,136.1,137.6,200.6
curtis-samuel,2020,0,84,851,2,77,3,77,20.4,103.1,123.5,200.5
marvin-jones,2019,0,65,779,0,62,9,62,6.5,131.9,138.4,200.4
alshon-jeffery,2017,0,105,789,0,57,9,57,10.5,132.9,143.4,200.4
mark-ingram,2016,2,645,319,6,46,4,46,100.5,55.9,154.4,200.4
sammy-watkins,2014,0,12,982,0,65,6,65,1.2,134.2,135.39999999999998,200.39999999999998
larry-fitzgerald,2006,0,8,946,0,69,6,69,0.8,130.6,131.4,200.39999999999998
jamison-crowder,2019,0,30,833,0,78,6,78,3,119.3,122.3,200.3
carlos-hyde,2016,4,1070,163,6,27,3,27,143,34.3,173.3,200.3
frank-gore,2015,6,1036,267,6,34,1,34,139.6,32.7,166.3,200.3
desean-jackson,2016,0,137,1005,1,56,4,56,19.7,124.5,144.2,200.2
larry-fitzgerald,2006,0,5,946,0,69,6,69,0.5,130.6,131.1,200.1
sammy-watkins,2014,0,8,982,0,65,6,65,0.8,134.2,135,200
robby-anderson,2017,0,9,941,0,63,7,63,0.9,136.1,137,200
julian-edelman,2018,1,57,850,0,74,6,74,5.7,121,125.7,199.7
jordan-howard,2018,1,1122,145,9,20,0,20,166.2,14.5,179.7,199.7
randall-cobb,2015,0,17,829,0,79,6,79,1.7,118.9,120.60000000000001,199.60000000000002
devonta-freeman,2019,2,656,410,2,59,4,59,77.6,65,140.6,199.6
sammy-watkins,2014,0,3,982,0,65,6,65,0.3,134.2,134.5,199.5
robby-anderson,2017,0,4,941,0,63,7,63,0.4,136.1,136.5,199.5
julio-jones,2011,0,15,959,0,54,8,54,1.5,143.9,145.4,199.4
frank-gore,2015,2,1106,267,4,34,1,34,134.6,32.7,165.3,199.3
sammy-watkins,2014,0,1,982,0,65,6,65,0.1,134.2,134.29999999999998,199.29999999999998
duke-johnson,2017,0,379,693,0,74,3,74,37.9,87.3,125.19999999999999,199.2
deandre-hopkins,2016,0,18,954,0,78,4,78,1.8,119.4,121.2,199.2
darren-sproles,2013,0,438,604,2,71,2,71,55.8,72.4,128.2,199.2
adrian-peterson,2019,1,970,142,12,17,0,17,169,14.2,182.2,199.2
julio-jones,2011,0,12,959,0,54,8,54,1.2,143.9,145.1,199.10000000000002
travis-benjamin,2015,0,45,966,0,68,5,68,4.5,126.6,131.1,199.1
curtis-samuel,2020,0,130,851,1,77,3,77,19,103.1,122.1,199.1
randall-cobb,2015,0,11,829,0,79,6,79,1.1,118.9,120,199
bilal-powell,2016,0,722,388,3,58,2,58,90.2,50.8,141,199
giovani-bernard,2020,1,695,355,5,47,3,47,99.5,53.5,152,199
latavius-murray,2016,3,1066,264,6,33,0,33,142.6,26.4,166,199
corey-davis,2020,0,55,984,0,65,5,65,5.5,128.4,133.9,198.9
lesean-mccoy,2019,3,1138,181,6,28,1,28,149.8,24.1,170.9,198.9
lamar-miller,2013,2,1099,170,8,26,0,26,157.9,17,172.9,198.9
james-white,2019,0,263,645,1,72,5,72,32.3,94.5,126.8,198.8
lamar-miller,2014,0,973,275,5,38,1,38,127.3,33.5,160.8,198.8
adam-thielen,2016,0,30,967,0,69,5,69,3,126.7,129.7,198.7
travis-benjamin,2015,0,41,966,0,68,5,68,4.1,126.6,130.7,198.7
jamison-crowder,2019,0,14,833,0,78,6,78,1.4,119.3,120.7,198.7
julio-jones,2011,0,7,959,0,54,8,54,0.7,143.9,144.6,198.60000000000002
marvin-jones,2019,0,47,779,0,62,9,62,4.7,131.9,136.6,198.60000000000002
julian-edelman,2018,1,45,850,0,74,6,74,4.5,121,124.5,198.5
stefon-diggs,2016,0,62,903,0,84,3,84,6.2,108.3,114.5,198.5
giovani-bernard,2020,0,680,355,5,47,3,47,98,53.5,151.5,198.5
randall-cobb,2015,0,5,829,0,79,6,79,0.5,118.9,119.4,198.4
marshawn-lynch,2009,1,1115,179,7,28,0,28,153.5,17.9,170.4,198.4
frank-gore,2018,4,1120,124,10,12,1,12,172,18.4,186.4,198.4
stefon-diggs,2016,0,61,903,0,84,3,84,6.1,108.3,114.39999999999999,198.39999999999998
allen-robinson,2016,0,9,883,0,73,6,73,0.9,124.3,125.2,198.2
stefon-diggs,2017,0,13,849,0,64,8,64,1.3,132.9,134.20000000000002,198.2
stefon-diggs,2017,0,13,849,0,64,8,64,1.3,132.9,134.20000000000002,198.2
todd-gurley,2016,2,885,327,6,43,0,43,124.5,32.7,155.2,198.2
